SYMBOL,NAME OF COMPANY,TICKER
PRMIOGPG,PGIM India Hybrid Equity Fund - Growth Option,INF663L01HC4
PRMIOD1,PGIM India Hybrid Equity Fund - Direct Plan - Growth,INF663L01GX2
DPRMIOMD,PGIM India Hybrid Equity Fund-Monthly Dividend Option,INF663L01NY6
PRMGTGPG,PGIM India Emerging Markets Equity Fund - Growth,INF223J01AY0
PRMGTD1,PGIM India Emerging Markets Equity Fund - Direct Plan - Growth,INF223J01NL0
PRMGAGRG,PGIM India Global Equity Opportunities Fund - Growth,INF223J01AU8
PRMGAD1,PGIM India Global Equity Opportunities Fund - Direct Plan - Growth,INF223J01NF2
PRMARD1,PGIM India Arbitrage Fund - Direct Plan - Growth,INF223J013N7
DWSARGP,PGIM India Arbitrage Fund - Regular Plan - Growth,INF223J019N4
DWSARMDP,PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend,INF223J011M3
BOIMCDGG,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH,INF761K01DM6
MCRDD,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN IDCW,INF761K01DQ7
MCRGG,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN  GROWTH,INF761K01DP9
BOIMCDDD,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN IDCW,INF761K01DN4
MMMKYRD,Mahindra Manulife ELSS Tax Saver Fund - Regular Plan - IDCW,INF174V01085
MMMKYDG,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth,INF174V01093
MMMKYDD,Mahindra Manulife ELSS Tax Saver Fund- Direct Plan - IDCW,INF174V01101
MMMKYRG,Mahindra Manulife ELSS Tax Saver Fund- Regular Plan - Growth,INF174V01077
DEADD,Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option,INF247L01601
DEDQD,Motilal Oswal Balanced Advantage Fund Direct - Quarterly IDCW Payout/Reinvestment,INF247L01643
DEGPGG,Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Growth Option,INF247L01585
DEQDD,Motilal Oswal Balanced Advantage Fund Regular - Quarterly IDCW Payout/Reinvestment,INF247L01593
DEGDG,Motilal Oswal Balanced Advantage Fund  (MOFDYNAMIC) - Direct Plan - Growth Option,INF247L01635
JPEGR,Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option,INF843K01047
JPEDI,Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option,INF843K01054
EMFEFD2,Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option,INF843K01AM8
EMFEFD1,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option,INF843K01AL0
JPSGR,Edelweiss Mid Cap Fund - Regular Plan - Growth Option,INF843K01013
JPSDI,Edelweiss Mid Cap Fund - Regular Plan - IDCW Option,INF843K01021
EMFMSD2,Edelweiss Mid Cap Fund - Direct Plan - IDCW Option,INF843K01AP1
EMFMSD1G,Edelweiss Mid Cap Fund - Direct Plan - Growth Option,INF843K01AO4
JPCGR,Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth Option,INF843K01138
EMFGCD1,Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option,INF843K01AU1
JASGR,Edelweiss ASEAN Equity Off-shore Fund - Regular Plan - Growth Option,INF843K01609
EMFASD1,Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option,INF843K01AW7
JPUSE,Edelweiss US Value Equity Offshore Fund - Regular Plan - Growth Option,INF843K01ED9
EMFUSD1,Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth Option,INF843K01EC1
JPBPG,Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option,INF843K01FK1
EMFPSD1,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,INF843K01FC8
JPDGR,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Regular Plan,INF843K01GJ1
EMFEDFDRGP,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan,INF843K01GI3
EMFEMD1G,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option,INF843K01IZ3
JP114,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Regular Plan - Growth Option,INF843K01IY6
EMFEID1,Edelweiss Equity Savings Fund - Direct Plan - Growth Option,INF843K01KC8
JP117,Edelweiss Equity Savings Fund - Regular Plan - IDCW Option,INF843K01KI5
JP115,Edelweiss Equity Savings Fund - Regular Plan - Growth Option,INF843K01KG9
EMFDEIMDRP,Edelweiss Equity Savings Fund - Regular Plan - Monthly - IDCW Option,INF754K01IP3
JD119,Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,INF843K01KK1
JP119,Edelweiss Flexi Cap Fund - Regular Plan - Growth Option,INF843K01KN5
JP120,Edelweiss Flexi Cap Fund - Regular - IDCW Option,INF843K01KO3
IDFC311,BANDHAN Hybrid Equity Fund-Regular Plan Growth,INF194KA1U15
IDFCHEFDG,BANDHAN Hybrid Equity Fund-Direct Plan Growth,INF194KA1U56
IDFCHEFDP,BANDHAN Hybrid Equity Fund-Direct Plan IDCW,INF194KA1U64
IDFC312,BANDHAN Hybrid Equity Fund-Regular Plan IDCW,INF194KA1U23
MMMDYDG,Mahindra Manulife Equity Savings Fund - Direct Plan -Growth,INF174V01184
MMMDYRP,Mahindra Manulife Equity Savings Fund -Regular Plan -Dividend,INF174V01168
MMMDYRG,Mahindra Manulife Equity Savings Fund - Regular Plan - Growth,INF174V01150
IDFCCOFDG,BANDHAN Credit Risk Fund-Direct Plan-Growth,INF194KA1X61
IDFC313,BANDHAN Credit Risk Fund - Regular Plan Growth,INF194KA1W39
MMMSYDG,Mahindra Manulife Low Duration Fund - Direct Plan -Growth,INF174V01267
MMMSYRG,Mahindra Manulife Low Duration Fund - Regular Plan - Growth,INF174V01218
MIRAEDBRD,Mirae Asset Dynamic Bond Fund Regular IDCW,INF769K01DP2
MIRAEDBDG,Mirae Asset Dynamic Bond Fund -Direct Plan -Growth,INF769K01DR8
MIRAEDBRG,Mirae Asset Dynamic Bond Fund-Regular Plan Growth,INF769K01DO5
MMMBYDP,Mahindra Manulife Multi Cap Fund - Direct Plan - IDCW,INF174V01366
MMMBYRG,Mahindra Manulife Multi Cap Fund - Regular Plan - Growth,INF174V01317
MMMBYRP,Mahindra Manulife Multi Cap Fund - Regular Plan - IDCW,INF174V01333
MMMBYDG,Mahindra Manulife Multi Cap Fund - Direct Plan -Growth,INF174V01341
UNFLFG,Union Largecap Fund - Regular Plan - Growth Option,INF582M01CQ5
UNFLFGD,Union Largecap Fund - Direct Plan - Growth Option,INF582M01CU7
UNFLFPD,Union Largecap Fund - Direct Plan - IDCW Option,INF582M01CV5
UNFLFP,Union Largecap Fund - Regular Plan - IDCW Option,INF582M01CR3
AXISCODGG,Axis Corporate Debt Fund - Direct Plan Growth,INF846K01ZM8
AXISCOGPG,Axis Corporate Debt Fund - Regular Plan Growth,INF846K01ZU1
AXISCODPD,Axis Corporate Debt Fund - Regular Plan - Monthly IDCW,INF846K01ZY3
AXISDEDGG,Axis Balanced Advantage Fund - Direct Plan - Growth,INF846K01A29
AXISDED1D,Axis Balanced Advantage Fund - Direct Plan - IDCW,INF846K01A37
AXISDEGPG,Axis Balanced Advantage Fund - Regular Plan - Growth,INF846K01A52
AXISDEDPD,Axis Balanced Advantage Fund - Regular Plan - IDCW,INF846K01A60
IBTSG1IBMF,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option,INF666M01DK7
IBTSRDIBMF,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout),INF666M01DO9
IBTSRGIBMF,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)-Regular Plan-Growth Option,INF666M01DN1
IPRU3007,ICICI Prudential S&P BSE Sensex Index Fund - Cumulative Option,INF109KB17W7
IPRU3008,ICICI Prudential S&P BSE Sensex Index Fund - IDCW Option,INF109KB19W3
IPRU9209,ICICI Prudential S&P BSE Sensex Index Fund - Direct Plan - Cumulative Option,INF109KB10X0
IPRU9210,ICICI Prudential S&P BSE Sensex Index Fund - Direct Plan - IDCW Option,INF109KB12X6
DSPENRGR,DSP Nifty 50 Equal Weight Index Fund - Regular Plan - Growth,INF740KA1CO4
DSPENRDP,DSP Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW,INF740KA1CP1
DSPENDGR,DSP Nifty 50 Equal Weight Index Fund - Direct Plan - Growth,INF740KA1CR7
DSPENDDP,DSP Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW,INF740KA1CS5
HODD1,HDFC Housing Opportunities Fund  - IDCW Option - Direct Plan,INF179KC1AV1
HORD1,HDFC Housing Opportunities Fund  - IDCW Option,INF179KC1AY5
HORG1,HDFC Housing Opportunities Fund  - Growth Option,INF179KC1AX7
HODG1,HDFC Housing Opportunities Fund  - Growth Option - Direct Plan,INF179KC1AU3
AXISMLDGG,Axis Flexi Cap Fund - Direct Plan - Growth,INF846K01B28
AXISMLD1D,Axis Flexi Cap fund - Direct Plan - IDCW,INF846K01B02
AXISMLGPG,Axis Flexi Cap Fund - Regular Plan - Growth,INF846K01B51
AXISMLDPD,Axis Flexi Cap Fund - Regular Plan - IDCW,INF846K01B36
UNPFG,Union Balanced Advantage Fund - Regular Plan - Growth Option,INF582M01DI0
UNPFP,Union Balanced Advantage Fund - Regular Plan - IDCW Option,INF582M01DK6
UNPFGD,Union Balanced Advantage Fund - Direct Plan - Growth Option,INF582M01DE9
MMEBYRP,Mahindra Manulife Mid Cap Fund- Regular Plan - IDCW,INF174V01499
MMEBYDP,Mahindra Manulife Mid Cap Fund - Direct Plan - IDCW,INF174V01523
MMEBYRG,Mahindra Manulife Mid Cap Fund - Regular Plan - Growth,INF174V01473
MMEBYDG,Mahindra Manulife Mid Cap Fund - Direct Plan -Growth,INF174V01507
DSPAFRMP,DSP Arbitrage Fund - Regular - IDCW - Monthly,INF740KA1DL8
DSPAFDDP,DSP Arbitrage Fund - Direct - IDCW,INF740KA1DO2
DSPAFRDP,DSP Arbitrage Fund - Regular - IDCW,INF740KA1DJ2
DSPAFDMP,DSP Arbitrage Fund - Direct - IDCW - Monthly,INF740KA1DQ7
DSPAFRGR,DSP Arbitrage Fund - Regular - Growth,INF740KA1DI4
DSPAFDGR,DSP Arbitrage Fund - Direct - Growth,INF740KA1DN4
EMFMORGG,Edelweiss Recently Listed IPO Fund Regular Plan Growth,INF754K01MH2
EMFMORDP,Edelweiss Recently Listed IPO Fund REGULAR PLAN - IDCW Option,INF754K01MI0
EMFMODDP,Edelweiss Recently Listed IPO Fund - DIRECT PLAN - IDCW Option,INF754K01MM2
EMFMODGG,Edelweiss Recently Listed IPO Fund Direct Plan Growth,INF754K01ML4
MIRAESTD1,Mirae Asset Short Duration Fund - Direct Plan - Growth,INF769K01DX6
MIRAESTRG,Mirae Asset Short Duration Fund - Regular Plan - Growth,INF769K01DU2
PLFEHGP,Navi Aggressive Hybrid Fund - Regular Plan - Growth,INF959L01DI2
PLFEHGD,Navi Aggressive Hybrid Fund - Direct Plan - Growth,INF959L01CX3
PLFEHDP,Navi Aggressive Hybrid Fund - Regular Plan Normal IDCW,INF959L01DJ0
UNCBG,Union Corporate Bond Fund - Regular Plan - Growth Option,INF582M01DY7
UNCBGD,Union Corporate Bond Fund - Direct Plan - Growth Option,INF582M01DU5
NYGPG,UTI Nifty Next 50 Index Fund - Regular Plan - Growth Option,INF789FC11T3
NYG1G,UTI Nifty Next 50 Index Fund - Direct Plan - Growth Option,INF789FC12T1
BPMFUSIGG,Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Growth,INF955L01GX2
BPMFUSD2,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Growth,INF955L01HA8
USD5D,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Weekly IDCW,INF251K01SM6
BPMFUSD1,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Daily IDCW,INF955L01GZ7
RELLIQCMDP,NIPPON INDIA ULTRA SHORT DURATION FUND - MONTHLY IDCW Option,INF204K01UF5
RELLIQCPGP,Nippon India Ultra Short Duration Fund- Growth Option,INF204K01UE8
RELCASDPGP,Nippon India Ultra Short Duration Fund- Direct Plan- Growth Option,INF204K01YH3
RELLIQCWDR,NIPPON INDIA ULTRA SHORT DURATION FUND - WEEKLY IDCW OPTION,INF204K01UD0
RELLIQCDDR,NIPPON INDIA ULTRA SHORT DURATION FUND - DAILY IDCW OPTION,INF204K01UC2
IMFEBFRGDP,Invesco India Aggressive Hybrid Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205K010Q5
IMFEBFRGGP,Invesco India Aggressive Hybrid Fund - Regular Plan - Growth,INF205K011Q3
IMFEBD1GR,Invesco India Aggressive Hybrid Fund - Direct Plan - Growth,INF205K014Q7
JMFLDPD,JM Low Duration Fund (Regular) - Daily IDCW,INF192K01AV1
JMMMPG,JM Low Duration Fund (Regular) - Growth Option,INF192K01AY5
JMMMP5,JM Low Duration Fund (Direct) - Bonus Option - Principal Units,INF192K01FL1
JMMMP4,JM Low Duration Fund (Direct) - Growth,INF192K01DW3
AFDG,BANK OF INDIA Arbitrage Fund Direct Plan Growth,INF761K01ED3
AFDM,BANK OF INDIA Arbitrage Fund Direct Plan Monthly IDCW,INF761K01EE1
AFRG,BANK OF INDIA Arbitrage Fund Regular Growth,INF761K01DW5
RMFNLGPGR,Nippon India Nivesh Lakshya Fund- Growth Option,INF204KB1ZB0
NLAGG,Nippon India Nivesh Lakshya Fund- Direct Plan- Growth Option,INF204KB1YQ1
NLAMRMF,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - MONTHLY IDCW Option,INF204KB1YT5
NLARRMF,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - IDCW Option,INF204KB1YR9
NLAQRMF,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - QUARTERLY IDCW Option,INF204KB1YV1
NLADRMF,NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - ANNUAL IDCW Option,INF204KB1YZ2
MIRAEHCD1,Mirae Asset Healthcare Fund Direct Growth,INF769K01ED6
MIRAEHCD2,Mirae Asset Healthcare Fund Direct IDCW,INF769K01EE4
HCRGG,Mirae Asset Healthcare Fund -Regular Growth,INF769K01EA2
HCRDD,Mirae Asset Healthcare Fund Regular IDCW,INF769K01EB0
PLFMFGP,Navi Flexi Cap Fund - Regular Plan - Growth,INF959L01EE9
PLFMFDP,NAVI FLEXI CAP FUND - REGULAR PLAN NORMAL IDCW PAYOUT,INF959L01EF6
PLFMFGD,Navi Flexi Cap Fund - Direct Plan - Growth,INF959L01DT9
IPRU3131,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Cumulative Option,INF109KC1GE9
IPRU9333,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - Cumulative Option,INF109KC1GH2
IPRU3132,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - IDCW Option,INF109KC1GG4
IPRU9334,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - IDCW Option,INF109KC1GJ8
IPRU5005,ICICI Prudential BHARAT 22 FOF - Direct Plan Cumulative Option,INF109KC1FX1
IPRU5004,ICICI Prudential BHARAT 22 FOF - Cumulative Option,INF109KC1FW3
IDFC327,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN GROWTH,INF194KA10Q8
IDFCUSTFDG,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN GROWTH,INF194KA16R3
IDFCUSTFMD,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN -MONTHLY IDCW,INF194KA11S2
IDFC331,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN MONTHLY IDCW,INF194KA15Q7
UNESFG,Union Equity Savings Fund - Regular Plan - Growth Option,INF582M01EG2
UNESFGD,Union Equity Savings Fund - Direct Plan - Growth Option,INF582M01EC1
KBALAFGR,Kotak Balanced Advantage Fund -Regular Plan - Growth Option,INF174KA1186
KTKBAFDDP,Kotak Balanced Advantage Fund -Direct Plan  -Payout of Income Distribution cum capital withdrawal option,INF174KA1194
KTKBAFDG,Kotak Balanced Advantage Fund  - Direct Plan -Growth Option,INF174KA1210
KBALAFDP,Kotak Balanced Advantage Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option Option,INF174KA1160
CBFRPGRO,UTI Corporate Bond Fund - Regular Plan - Growth Option,INF789F1A447
CBFDPGRO,UTI Corporate Bond Fund - Direct Plan - Growth Option,INF789F1A538
AXISEHGPG,Axis Equity Hybrid Fund - Regular Plan - Growth Option,INF846K01E90
AXISEHDGG,Axis Equity Hybrid Fund - Direct Plan - Growth Option,INF846K01E25
AXISEHRDD,Axis Equity Hybrid Fund - Regular Plan - Regular IDCW,INF846K01E74
AXISEHDMD,Axis Equity Hybrid Fund - Direct Plan - Monthly IDCW,INF846K01E33
AXISEHDPD,Axis Equity Hybrid Fund - Regular Plan - Monthly IDCW,INF846K01F08
AXISEHQDD,Axis Equity Hybrid Fund - Regular Plan - Quarterly IDCW,INF846K01F24
MMCRYRG,Mahindra Manulife Dynamic Bond Fund - Regular Plan - Growth,INF174V01531
MMCRYDG,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Growth,INF174V01580
FIESFDGR,Franklin India Equity Savings Fund- Growth Direct,INF090I01PD7
FIESFDP,Franklin India Equity Savings Fund - IDCW ,INF090I01OZ3
FIESF,Franklin India Equity Savings Fund- Growth,INF090I01PA3
FIESFQDP,Franklin India Equity Savings Fund - Quarterly - IDCW,INF090I01PJ4
FIESFMDP,Franklin India Equity Savings Fund - Monthly - IDCW,INF090I01PF2
ESFRPGRO,UTI Equity Savings Fund - Regular Plan - Growth Option,INF789F1A744
ESFRPDPO,UTI Equity Savings Fund - Regular Plan - IDCW,INF789F1A736
ESFRPQDP,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,INF789F1A835
ESFDPGRO,UTI Equity Savings Fund - Direct Plan - Growth Option,INF789F1A777
TMCAPFC,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,INF277K016K8
TMCAPFA,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,INF277K010L9
TMCAPFD,Tata Flexi Cap Fund-Direct Plan-Growth,INF277K015K0
TMCAPFB,Tata Flexi Cap Fund -Regular Plan-Growth,INF277K019K2
DSPCBRDP,DSP Corporate Bond Fund - Regular - IDCW,INF740KA1JY8
DSPCBRGR,DSP Corporate Bond Fund - Regular - Growth,INF740KA1JX0
DSPCBDGR,DSP Corporate Bond Fund - Direct - Growth,INF740KA1KE8
AXISUSDGG,Axis Ultra Short Term Fund - Direct Plan Growth,INF846K01F40
AXISUSDWD,Axis Ultra Short Term Fund - Direct Plan - Weekly IDCW,INF846K01F73
AXISUSDDR,Axis Ultra Short Term Fund - Regular Plan - Daily IDCW,INF846K01G31
AXISUSGPG,Axis Ultra Short Term Fund - Regular Plan Growth,INF846K01G23
AXISUSDPD,Axis Ultra Short Term Fund - Regular Plan - Monthly IDCW,INF846K01G72
AXISUSWDD,Axis Ultra Short Term Fund - Regular Plan - Weekly IDCW,INF846K01G56
SSFRD,Sundaram Services Fund Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW) ,INF903JA1EZ2
SSFDG,Sundaram Services Fund Direct Plan - Growth,INF903JA1FA2
SSFDD,Sundaram Services Fund Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW) ,INF903JA1FC8
SSFRG,Sundaram Services Fund Regular Plan - Growth,INF903JA1EX7
SMCF103,Shriram Flexi Cap Fund - Regular Growth,INF680P01075
SMCF104P,Shriram Flexi Cap Fund - Regular-IDCW,INF680P01083
SMCF103D,Shriram Flexi Cap Fund - Direct Growth,INF680P01109
HUSTFRMDD,HDFC Ultra Short Term Fund - Monthly IDCW Option,INF179KB16R2
HUSTFRWDD,HDFC Ultra Short Term Fund - Weekly IDCW Option,INF179KB14R7
HUSTFRD,HDFC Ultra Short Term Fund - Growth Option,INF179KB11R3
HUSTFRDR,HDFC Ultra Short Term Fund - Daily IDCW Option,INF179KB12R1
IPRU9392,ICICI Prudential Manufacturing Fund - Direct Plan - Cumulative Option,INF109KC1LJ8
IPRU9393,ICICI Prudential Manufacturing Fund - Direct Plan - IDCW Option,INF109KC1LK6
IPRU3190,ICICI Prudential Manufacturing Fund - Cumulative Option,INF109KC1LG4
IPRU3191,ICICI Prudential Manufacturing Fund - IDCW Option,INF109KC1LH2
AXFOGD1,Axis Growth Opportunities Fund - Direct Plan - IDCW,INF846K01J53
AXISOGDG,Axis Growth Opportunities Fund - Direct Plan - Growth,INF846K01J46
AXISOGDPD,Axis Growth Opportunities Fund - Regular Plan - IDCW,INF846K01J87
AXISOGGPG,Axis Growth Opportunities Fund - Regular Plan - Growth,INF846K01J79
IMFSCD1GR,Invesco India Smallcap Fund - Direct Plan - Growth,INF205K013T3
IMFSCD2DP,Invesco India Smallcap Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205K012T5
IMFSCFRGGP,Invesco India Smallcap Fund - Regular Plan - Growth,INF205K011T7
IMFSCFRGDP,Invesco India Smallcap Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205K010T9
TSCAPFD,Tata Small Cap Fund-Direct Plan-Growth,INF277K011O1
TSCAPFB,Tata Small Cap Fund-Regular Plan-Growth,INF277K015O2
TSCFDZ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,INF277K012O9
TSCAPFA,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,INF277K016O0
FRFRPGRO,UTI - Floater Fund - Regular Plan  - Growth Option,INF789F1ACO4
FRFRPADP,UTI Floater Fund - Regular Plan - Annual IDCW,INF789F1ACR7
FRFRPQDP,UTI Floater Fund - Regular Plan - Quarterly IDCW,INF789F1ACP1
MMMRBRG,Mahindra Manulife Consumption Fund- Regular Plan - Growth,INF174V01630
MMMRBDG,Mahindra Manulife Consumption Fund - Direct Plan -Growth,INF174V01663
MMMRBRP,Mahindra Manulife Consumption Fund - Regular Plan - IDCW,INF174V01655
BPMFDEGPG,Baroda BNP Paribas Balanced Advantage Fund-Regular Plan -Growth Option,INF955L01HC4
BPMFDEDPD,Baroda BNP Paribas Balanced Advantage Fund-Regular Plan-IDCW Option,INF955L01HD2
BPMFDED2,Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-Growth Option,INF955L01HF7
BPMFDED1,Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-IDCW Option,INF955L01HG5
1054,Aditya Birla Sun life Financial Planning Fund - Conservative Plan - Regular Plan - Growth Option,INF084M01044
1056,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan -Regular - IDCW,INF084M01051
BD1054,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option,INF084M01EQ8
1057,Aditya Birla Sun Life Financial Planning Fund - Moderate Plan - Regular Plan - Growth Option,INF084M01077
1059,Aditya Birla Sun Life Financial Planning Fund -Moderate  Plan -  Regular -  IDCW,INF084M01085
BD1057,Aditya Birla Sun Life Financial Planning Fund - Moderate Plan - Direct Plan - Growth Option,INF084M01ET2
OMSGG,HSBC Managed Solutions - Growth - Growth,INF336L01IA9
OHMSGG,HSBC Managed Solutions - Growth - Growth Direct,INF336L01ID3
OMSMG,HSBC Managed Solutions - Moderate - Growth,INF336L01IG6
OMSMDP,HSBC Managed Solutions India Moderate Fund IDCW,INF336L01IE1
OHMSMG,HSBC Managed Solutions - Moderate - Growth Direct,INF336L01IJ0
IFDPD,LIC MF S & P BSE Sensex Index Fund-Regular Plan-IDCW,INF767K01121
IFGPG,LIC MF S & P BSE Sensex Index Fund-Regular Plan-Growth,INF767K01139
IFG1G,LIC MF S & P BSE Sensex Index Fund-Direct Plan-Growth,INF767K01FJ4
IFD1D,LIC MF S & P BSE Sensex Index Fund-Direct Plan-IDCW,INF767K01FI6
INNDD,LIC MF Nifty 50 Index Fund-Regular Plan-IDCW,INF767K01154
INNGG,LIC MF Nifty 50 Index Fund-Regular Plan-Growth,INF767K01162
ING1G,LIC MF Nifty 50 Index Fund-Direct Plan-Growth,INF767K01FF2
IND1D,LIC MF Nifty 50 Index Fund-Direct Plan-IDCW,INF767K01FG0
OMSCG,HSBC Managed Solutions - Conservative - Growth,INF336L01IM4
OMSCDP,HSBC Managed Solutions India Conservative Fund IDCW,INF336L01IK8
1060,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Regular Plan - Growth Option,INF084M01101
1062,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan -Regular - IDCW,INF084M01119
BD1060,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option,INF084M01EW6
DSPHCRDP,DSP Healthcare Fund - Regular Plan - IDCW,INF740KA1LE6
DSPHCDGR,DSP Healthcare Fund - Direct Plan - Growth,INF740KA1LG1
DSPHCDDP,DSP Healthcare Fund - Direct Plan - IDCW,INF740KA1LH9
DSPHCRGR,DSP Healthcare Fund - Regular Plan - Growth,INF740KA1LD8
MMPS-DP,SBI Large & Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01289
MMPS-G,SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth,INF200K01305
SBILARG,SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth,INF200K01UJ5
MTGS-93-DP,SBI Long Term Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01479
MTGS-93-G,SBI LONG TERM EQUITY FUND - REGULAR PLAN- GROWTH,INF200K01495
MGLF-94-G,SBI MAGNUM GLOBAL FUND - REGULAR PLAN -GROWTH,INF200K01271
MGLF-94-DP,SBI Magnum Global Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01255
MBALF-DP,SBI Equity Hybrid Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01115
MBALF-G,SBI EQUITY HYBRID FUND - REGULAR PLAN -Growth,INF200K01107
MSF-PHA-DP,SBI Healthcare Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01453
MSF-PHA-G,SBI HEALTHCARE OPPORTUNITIES FUND - REGULAR PLAN -GROWTH,INF200K01446
MSF-CON-DP,SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01347
MSF-CON-G,SBI CONTRA FUND - REGULAR PLAN -GROWTH,INF200K01362
SBICONT,SBI CONTRA FUND - DIRECT PLAN - GROWTH,INF200K01RA0
MINDEX-G,SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH,INF200K01537
MINDEX-DP,SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01545
SBINFD055A,SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH,INF200K01TE8
SBIMIFINVP,SBI MAGNUM MEDIUM DURATION FUND - REGULAR PLAN - GROWTH,INF200K01719
SBIMIFINVP,SBI Magnum Medium Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01727
SBIDYBFUND,SBI Dynamic Bond Fund - REGULAR PLAN - Growth,INF200K01958
SBIDYBFUND,SBI Dynamic Bond Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01966
